site_no,nwsli,cdec_id,cdec_station_name,usgs_station_name_xwalk,cdec_group,cdec_basin,county,nws_flood_stage_ft,crosswalk_source,crosswalk_note,cnrfc_channel,cnrfc_location,cnrfc_nickname,cnrfc_gage_class1,cnrfc_gage_class2
11181008,CVCC1,NA,NA,Castro Valley C A Hayward Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Castro Valley Creek,Hayward,Castro Valley Creek - Hayward,river,other
11181040,SLCC1,NA,NA,San Lorenzo C A San Lorenzo Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Lorenzo Creek,San Lorenzo,San Lorenzo Creek - San Lorenzo,river,other
11182500,RACC1,SRN,San Ramon Ck At San Ramon,San Ramon C A San Ramon Ca,San Francisco Bay,East Bay,Contra Costa,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Ramon Creek,San Ramon,San Ramon Creek - San Ramon,river,other
11189500,SKRC1,SKO,South Fork Kern River Near Onyx,Sf Kern R Nr Onyx Ca,Tulare Lake,Kern R,Kern,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,South Fork Kern River,Onyx,South Fork Kern River - Onyx,river,other
11200800,DKCC1,NA,NA,Deer C Nr Fountain Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Deer Creek,Fountain Springs,Deer Creek - Fountain Springs,river,other
11203580,TUPC1,NA,NA,Sf Tule R Nr Cholollo Campground Nr Porterville Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
11204100,TRVC1,NA,NA,Sf Tule R Nr Reservation Bndry Nr Porterville Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
11206820,MBPC1,NA,NA,Marble Fork Kaweah R Ab Horse C Nr Lodgepole Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Marble Fork Kaweah River,Three Rivers,Marble Fork Kaweah River - Three Rivers,river,other
11224000,SJWC1,NA,NA,Mf San Joaquin R Nr Mammoth Lakes Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,MF San Joaquin River,Near Mammoth Lakes,MF San Joaquin River - Near Mammoth Lakes,river,other
11224500,LGCC1,LGC,Los Gatos Creek Near Coalinga,Los Gatos C Ab Nunez Cyn Nr Coalinga Ca,Tulare Lake,Los Gatos Cr (near Coalinga),Fresno,6,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Los Gatos Creek,Coalinga,Los Gatos Creek - Coalinga,river,other
11251000,SJFC1,SJF,San Joaquin River Below Friant,San Joaquin R Bl Friant Ca,San Joaquin River,San Joaquin R,Fresno,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Below Friant Dam,San Joaquin River - Below Friant Dam,river,other
11253130,SWUC1,NA,NA,San Joaquin R A N San Mateo Rd Nr Mendota Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,San Mateo Rd - Mendota 4E,San Joaquin River - San Mateo Rd - Mendota 4E,river,other
11253310,COLC1,NA,NA,Cantua C Nr Cantua Creek Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cantua Creek,Cantua,Cantua Creek - Cantua,river,other
11254000,SJMC1,MEN,San Joaquin River Near Mendota,San Joaquin R Nr Mendota Ca,San Joaquin River,San Joaquin R,Fresno,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Mendota,San Joaquin River - Mendota,river,other
11255575,PNEC1,NA,NA,Panoche C A I-5 Nr Silver Creek Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Panoche Creek,Interstate 5,Panoche Creek - Interstate 5,river,other
11261100,SSHC1,SSH,Salt Slough At Hwy 165 Nr Stevinson,Salt Slough A Hwy 165 Nr Stevinson Ca,San Joaquin River,San Joaquin R,Merced,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Salt Slough,Highway 165,Salt Slough - Highway 165,river,other
11261500,FRFC1,FFB,San Joaquin R At Fremont Ford Bridge,San Joaquin R A Fremont Ford Bridge Ca,San Joaquin River,San Joaquin R,Merced,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Fremont Ford,San Joaquin River - Fremont Ford,river,other
11262900,MUEC1,MSG,Mud Slough Nr Gustine,Mud Slough Nr Gustine Ca,San Joaquin River,San Joaquin R,Merced,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Mud Slough,Near Gustine,Mud Slough - Near Gustine,river,other
11264500,HPIC1,HIB,Merced R At Happy Isles Br Nr Yosemite,Merced R A Happy Isles Bridge Nr Yosemite Ca,San Joaquin River,Merced R,Mariposa,8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Merced River,Yosemite NP at Happy Isles,Merced River - Yosemite NP at Happy Isles,river,forecast
11266500,POHC1,POH,Merced R At Pohono Br Nr Yosemite,Merced R A Pohono Bridge Nr Yosemite Ca,San Joaquin River,Merced R,Mariposa,10,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Merced River,Yosemite NP at Pohono Bridge,Merced River - Yosemite NP at Pohono Bridge,river,forecast
11273400,SJDC1,SMN,San Joaquin R Abv Merced R Nr Newman,San Joaquin R Ab Merced R Nr Newman Ca,San Joaquin River,San Joaquin R,Stanislaus,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Above Merced R - Newman,San Joaquin River - Above Merced R - Newman,river,other
11274000,NWMC1,NEW,San Joaquin River Near Newman,San Joaquin R Nr Newman Ca,San Joaquin River,San Joaquin R,Merced,69.4,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Newman,San Joaquin River - Newman,river,forecast
11274500,OREC1,ORE,Orestimba Creek Nr Newman,Orestimba C Nr Newman Ca,San Joaquin River,San Joaquin R,Stanislaus,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Orestimba Creek,Newman,Orestimba Creek - Newman,river,other
11274550,CRDC1,SCL,San Joaquin R Nr Crows Landing,San Joaquin R Nr Crows Landing Ca,San Joaquin River,San Joaquin R,Stanislaus,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Crows Landing,San Joaquin River - Crows Landing,river,other
11274630,PTTC1,NA,NA,Del Puerto C Nr Patterson Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Del Puerto Creek,Patterson,Del Puerto Creek - Patterson,river,other
11274790,TGCC1,NA,NA,Tuolumne R A Grand Cyn Of Tuolumne Ab Hetch Hetchy,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tuolumne River,Above Hetch Hetchy,Tuolumne River - Above Hetch Hetchy,river,other
11275500,HETC1,NA,NA,Hetch Hetchy Res A Hetch Hetchy Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tuolumne River,Hetch Hetchy Reservoir,Tuolumne River - Hetch Hetchy Reservoir,reservoir,reservoir
11276500,HEHC1,TRH,Tuolumne River Near Hetch Hetchy,Tuolumne R Nr Hetch Hetchy Ca,San Joaquin River,Tuolumne R,Tuolumne,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tuolumne River,Hetch Hetchy,Tuolumne River - Hetch Hetchy,river,other
11276600,TEIC1,TAI,Tuolumne R Abv Early Intake Near Mather,Tuolumne R Ab Early Intake Nr Mather Ca,San Joaquin River,Tuolumne R,Tuolumne,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tuolumne River,Mather - Above Early Intake,Tuolumne River - Mather - Above Early Intake,river,other
11276900,EIMC1,TBI,Tuolumne R Bl Early Intake Near Mather,Tuolumne R Bl Early Intake Nr Mather Ca,San Joaquin River,Tuolumne R,Tuolumne,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tuolumne River,Mather - Below Early Intake,Tuolumne River - Mather - Below Early Intake,river,other
11277200,CHVC1,NA,NA,Cherry Lk Nr Hetch Hetchy Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cherry Creek,Cherry Lake,Cherry Creek - Cherry Lake,reservoir,reservoir
11277300,CVDC1,CBV,Cherry Ck Bl Valley Dam Nr Hetch Hetchy,Cherry C Bl Valley Dam Nr Hetch Hetchy Ca,San Joaquin River,Tuolumne R,Tuolumne,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cherry Creek,Cherry Valley Dam,Cherry Creek - Cherry Valley Dam,river,other
11277500,LNRC1,NA,NA,Lk Eleanor Nr Hetch Hetchy Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Eleanor Creek,Lake Eleanor,Eleanor Creek - Lake Eleanor,reservoir,reservoir
11278000,EHHC1,ECK,Eleanor Ck Nr Hetch Hetchy,Eleanor C Nr Hetch Hetchy Ca,San Joaquin River,Tuolumne R,Tuolumne,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Eleanor Creek,Hetch Hetchy,Eleanor Creek - Hetch Hetchy,river,other
11278300,CEIC1,CEI,Cherry Creek Near Early Intake,Cherry C Nr Early Intake Ca,San Joaquin River,Tuolumne R,Tuolumne,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cherry Creek,Early Intake,Cherry Creek - Early Intake,river,other
11278400,CKMC1,CBD,Cherry Ck Bl Dion R Ph Nr Mather,Cherry C Bl Dion R Holm Ph Nr Mather Ca,San Joaquin River,Tuolumne R,Tuolumne,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cherry Creek,Mather,Cherry Creek - Mather,river,other
11284400,BCWC1,NA,NA,Big C Ab Whites Gulch Nr Groveland Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Big Creek,Whites Gulch,Big Creek - Whites Gulch,river,other
11289000,MECC1,NA,NA,Modesto Cn Nr La Grange Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Modesto Canal,La Grange,Modesto Canal - La Grange,river,other
11289500,TUCC1,NA,NA,Turlock Cn Nr La Grange Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Turlock Canal,La Grange,Turlock Canal - La Grange,river,other
11289650,LNGC1,NA,NA,Tuolumne R Bl Lagrange Dam Nr Lagrange Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tuolumne River,La Grange,Tuolumne River - La Grange,river,other
11290000,MDSC1,MOD,Tuolumne River At Modesto,Tuolumne R A Modesto Ca,San Joaquin River,Tuolumne R,Stanislaus,55,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tuolumne River,Modesto,Tuolumne River - Modesto,river,forecast
11292800,BESC1,NA,NA,Beardsley Lake Near Strawberry Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Middle Fork Stanislaus R,Lake Beardsley,Middle Fork Stanislaus R - Lake Beardsley,reservoir,reservoir
11299600,BCCC1,BCC,Black Creek Nr Copperopolis,Black C Nr Copperopolis Ca,San Joaquin River,Stanislaus R,Calaveras,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Black Creek,Copperopolis,Black Creek - Copperopolis,river,other
11299995,TUKC1,NA,NA,Tulloch Res Nr Knights Ferry Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Stanislaus River,Tulloch Reservoir,Stanislaus River - Tulloch Reservoir,reservoir,reservoir
11303000,RIPC1,RIP,Stanislaus River At Ripon,Stanislaus R A Ripon Ca,San Joaquin River,Stanislaus R,San Joaquin,60,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Stanislaus River,Ripon,Stanislaus River - Ripon,river,other
11303500,VNSC1,VNS,San Joaquin River Near Vernalis,San Joaquin R Nr Vernalis Ca,San Joaquin River,San Joaquin R,San Joaquin,29,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Vernalis,San Joaquin River - Vernalis,river,forecast
11304810,SQGC1,SJG,San Joaquin River At Garwood Bridge,San Joaquin R Bl Garwood Bridge A Stockton Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Garwood Bridge,San Joaquin River - Garwood Bridge,river,other
11311300,TUEC1,TRN,Turner Cut Near Holt,Turner Cut Nr Holt Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Turner Cut,Holt,Turner Cut - Holt,river,other
11312672,VCUC1,VCU,Victoria Canal Near Byron,Victoria Canal Nr Byron Ca,San Joaquin River,Delta,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Victoria Canal,Byron,Victoria Canal - Byron,river,other
11312685,MHTC1,HLT,Middle River Near Holt,Middle R Nr Holt Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Middle River,Holt,Middle River - Holt,river,other
11312968,ODMC1,NA,NA,Old R Nr Delta Mendota Canal Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Old River,Delta Mendota Canal,Old River - Delta Mendota Canal,river,other
11313240,GCTC1,GLC,Grantline Canal (usgs),Grant Line Cn Nr Tracy Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Grantline Canal,Tracy Road Bridge,Grantline Canal - Tracy Road Bridge,river,other
11313315,OHFC1,NA,NA,Old River Near Byron Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Old River,Byron,Old River - Byron,river,other
11313405,OBIC1,OBI,Old River At Bacon Island (usgs),Old R A Bacon Island Ca,San Joaquin River,Delta,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Old River,Bacon Island,Old River - Bacon Island,river,other
11313431,HDCC1,HOL,Holland Cut Near Bethel Island,Holland Cut Nr Bethel Island Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Holland Cut,Bethel Island,Holland Cut - Bethel Island,river,other
11313433,DUJC1,DSJ,Dutch Slough At Jersey Island,Dutch Slough Bl Jersey Island Rd A Jersey Island,San Joaquin River,San Joaquin R,Contra Costa,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Dutch Slough,Jersey Island,Dutch Slough - Jersey Island,river,other
11313434,ORQC1,ORQ,Old River At Quimbly Is Near Bethel Is,Old R A Quimby Island Nr Bethel Island Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Old River,Quimby Island,Old River - Quimby Island,river,other
11313440,FLQC1,FAL,False River Near Oakley,False R Nr Oakley Ca,San Joaquin River,Delta,Contra Costa,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,False River,Oakley,False River - Oakley,river,other
11313452,OSJC1,OSJ,Old River At Franks Tract Near Terminous,Old R A Franks Tract Nr Terminous Ca,San Joaquin River,Delta,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Old River,Franks Tract,Old River - Franks Tract,river,other
11313460,PRXC1,PRI,San Joaquin R At Prisoners Pt Nr Termino,San Joaquin R A Prisoners Pt Nr Terminous Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Prisoners Point,San Joaquin River - Prisoners Point,river,other
11335000,MHBC1,MHB,Cosumnes River At Michigan Bar,Cosumnes R A Michigan Bar Ca,San Joaquin River,Cosumnes R,Sacramento,12,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cosumnes River,Michigan Bar,Cosumnes River - Michigan Bar,river,forecast
11336680,MWGC1,NA,NA,S Mokelumne R A New Hope Br Nr Walnut Grove Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,South Fork Mokelumne River,W Walnut Grove Road,South Fork Mokelumne River - W Walnut Grove Road,river,other
11336685,NMRC1,NA,NA,N Mokelumne Nr Walnut Grove Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,North Fork Mokelumne River,W Walnut Grove Rd,North Fork Mokelumne River - W Walnut Grove Rd,river,other
11336790,LPGC1,LPS,Little Potato Slough At Terminous,Little Potato Slough A Terminous Ca,San Joaquin River,San Joaquin R,San Joaquin,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Little Potato Slough,Terminous,Little Potato Slough - Terminous,river,other
11337080,TSGC1,TSL,Threemile Slough At San Joaquin River,Threemile Slough Nr Rio Vista Ca,Sacramento River,Sacramento R,Sacramento,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Threemile Slough,San Joaquin River,Threemile Slough - San Joaquin River,river,other
11337190,JRSC1,SJJ,San Joaquin River At Jersey Point (usgs),San Joaquin R A Jersey Point Ca,San Joaquin River,San Joaquin R,Contra Costa,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,San Joaquin River,Jersey Point,San Joaquin River - Jersey Point,river,other
11345500,PLYC1,PLK,Sf Pit River Near Likely,Sf Pit R Nr Likely Ca,Sacramento River,Pit R,Modoc,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,South Fork Pit River,Likely,South Fork Pit River - Likely,river,other
11348500,CNBC1,PCN,Pit River Near Canby,Pit R Nr Canby Ca,Sacramento River,Pit R,Modoc,8.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Pit River,Canby,Pit River - Canby,river,forecast
11355010,PTRC1,PP1,Pit R Below Pit #1 Ph Near Fall R Mills,Pit R Bl Pit No 1 Ph Nr Fall River Mills Ca,Sacramento River,Pit R,Shasta,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Pit River,Fall River Mills,Pit River - Fall River Mills,river,other
11355500,HCUC1,HCN,Hat Ck Nr Hat Ck,Hat C Nr Hat Creek Ca,Sacramento River,Hat Cr,Shasta,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Hat Creek,Hat Creek 11SSE,Hat Creek - Hat Creek 11SSE,river,other
11370500,KESC1,KWK,Sacramento River At Keswick,Sacramento R A Keswick Ca,Sacramento River,Sacramento R,Shasta,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sacramento River,Keswick,Sacramento River - Keswick,river,other
11372000,RDGC1,IGO,Clear Creek Near Igo,Clear C Nr Igo Ca,Sacramento River,Sacramento R,Shasta,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Clear Creek,Igo,Clear Creek - Igo,river,other
11374000,CWCC1,COW,Cow Creek Near Millville,Cow C Nr Millville Ca,Sacramento River,Sacramento R,Shasta,17,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cow Creek,Millville,Cow Creek - Millville,river,other
11376000,CTWC1,NA,NA,Cottonwood C Nr Cottonwood Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Cottonwood Creek,Cottonwood,Cottonwood Creek - Cottonwood,river,other
11376550,COTC1,BAT,Battle Creek,Battle C Bl Coleman Fish Hatchery Nr Cottonwood Ca,Sacramento River,Sacramento R,Tehama,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Battle Creek,Cottonwood,Battle Creek - Cottonwood,river,other
11377100,BDBC1,BND,Sacramento River At Bend Bridge,Sacramento R Ab Bend Bridge Nr Red Bluff Ca,Sacramento River,Sacramento R,Tehama,27,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Sacramento River,Bend Bridge,Sacramento River - Bend Bridge,river,forecast
