site_no,nwsli,cdec_id,cdec_station_name,usgs_station_name_xwalk,cdec_group,cdec_basin,county,nws_flood_stage_ft,crosswalk_source,crosswalk_note,cnrfc_channel,cnrfc_location,cnrfc_nickname,cnrfc_gage_class1,cnrfc_gage_class2
10243224,BSSN2,NA,NA,"Big Spgs Ck South Channel Nr Baker, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10243260,LEHN2,NA,NA,"Lehman Ck Nr Baker, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10243700,CVCN2,NA,NA,"Cleve Ck Nr Ely, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10244950,STEN2,NA,NA,"Steptoe Ck Nr Ely, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10245960,COCN2,NA,NA,"Coils Ck Abv Horse Ck Nr Eureka, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10245970,RCKN2,NA,NA,"Roberts Ck Nr Eureka, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10246835,BWSN2,NA,NA,"Big Warm Spgs Nr Duckwater, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10249280,KCCN2,NA,NA,"Kingston Ck Blw Cougar Cyn Nr Austin, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10249300,TWRN2,NA,NA,"S Twin Rv Nr Round Mountain, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10251290,BHSC1,NA,NA,"Borehole Spg Channel Nr Tecopa Hot Spgs, Ca",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Borehole Spring Channel,Tecopa,Borehole Spring Channel - Tecopa,river,other
10251300,TCPC1,NA,NA,"Amargosa Rv At Tecopa, Ca",NA,NA,NA,12,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Amargosa River,Tecopa,Amargosa River - Tecopa,river,other
10251330,AMCC1,NA,NA,"Amargosa Rv Abv China Ranch Wash Nr Tecopa, Ca",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Amargosa River,Above China Ranch Wash,Amargosa River - Above China Ranch Wash,river,other
10251335,WLWC1,NA,NA,"Willow Ck At China Ranch, Ca",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Willow Creek,China Ranch,Willow Creek - China Ranch,river,other
10254050,ZSCC1,NA,NA,Salt C Nr Mecca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Salt Creek,Mecca,Salt Creek - Mecca,river,other
10254730,ZANC1,NA,NA,Alamo R Nr Niland Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Alamo River,Niland,Alamo River - Niland,river,other
10254970,IBCC1,NA,NA,New R At International Boundary At Calexico Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,New River,Calexico,New River - Calexico,river,other
10255550,ZNRC1,NA,NA,New R Nr Westmorland Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,New River,Westmorland,New River - Westmorland,river,other
10255810,BPCC1,NA,NA,Borrego Palm C Nr Borrego Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Borrego Palm Creek,Borrego Springs,Borrego Palm Creek - Borrego Springs,river,other
10255897,WWUC1,NA,NA,Sf Whitewater R Div Nr Banning Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,S Fork Whitewater River,Above Diversion Near Banning,S Fork Whitewater River - Above Diversion Near Banning,river,other
10257600,MSYC1,NA,NA,Mission C Nr Desert Hot Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Mission Creek,Yucca Valley,Mission Creek - Yucca Valley,river,other
10257720,CCCC1,NA,NA,Chino Cyn C Bl Tramway Nr Palm Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Chino Canyon Creek,Palm Springs,Chino Canyon Creek - Palm Springs,river,other
10258000,TQUC1,NA,NA,Tahquitz C Nr Palm Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Tahquitz Creek,Palm Springs,Tahquitz Creek - Palm Springs,river,other
10258500,PCNC1,NA,NA,Palm Cyn C Nr Palm Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Palm Canyon Creek,Palm Springs 5S,Palm Canyon Creek - Palm Springs 5S,river,other
10258700,MYNC1,NA,NA,Murray Cyn C Nr Palm Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Murray Canyon Creek,Palm Springs,Murray Canyon Creek - Palm Springs,river,other
10259000,ANRC1,NA,NA,Andreas C Nr Palm Springs Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Andreas Creek,Palm Springs,Andreas Creek - Palm Springs,river,other
10259050,GCDC1,NA,NA,Palm Cyn Wash Nr Cathedral City Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10259100,WWIC1,NA,NA,Whitewater R A Rancho Mirage Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Whitewater River,Rancho Mirage,Whitewater River - Rancho Mirage,river,other
10259200,DEPC1,NA,NA,Deep C Nr Palm Desert Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Deep Creek,Palm Desert,Deep Creek - Palm Desert,river,other
10259300,WTIC1,NA,NA,Whitewater R A Indio Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Whitewater River,Indio,Whitewater River - Indio,river,other
10259540,WIMC1,NA,NA,Whitewater R Nr Mecca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10260500,DKHC1,NA,NA,Deep C Nr Hesperia Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Deep Creek,Hesperia,Deep Creek - Hesperia,river,other
10260855,GVVC1,NA,NA,Grass Valley Lk Tunnel Outlet A Lake Arrowhead Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Grass Vly Lk Tunnel Outlet,Grass Valley Lake,Grass Vly Lk Tunnel Outlet - Grass Valley Lake,river,other
10260950,WFMC1,NA,NA,Wf Mojave R Ab Mojave R Forks Res Nr Hesperia Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,West Fork Mojave River,Hesperia,West Fork Mojave River - Hesperia,river,other
10261500,MVVC1,NA,NA,Mojave R A Lo Narrows Nr Victorville Ca,NA,NA,NA,16,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Mojave River,Victorville,Mojave River - Victorville,river,forecast
10262500,MBRC1,NA,NA,Mojave R A Barstow Ca,NA,NA,NA,5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Mojave River,Barstow,Mojave River - Barstow,river,forecast
10263000,MJRC1,NA,NA,Mojave R A Afton Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Mojave River,Afton,Mojave River - Afton,river,other
10263500,BRQC1,NA,NA,Big Rock C Nr Valyermo Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Big Rock Creek,Valyermo,Big Rock Creek - Valyermo,river,other
10265100,DDMC1,NA,NA,Deadman C A Big Springs Nr Crestview Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10265150,HFCC1,NA,NA,Hot C A Flume Nr Mammoth Lakes Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Hot Creek,Flume Near Mammoth,Hot Creek - Flume Near Mammoth,river,other
10288500,WLHN2,NA,NA,"Walker Lake Nr Hawthorne, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Walker Lake,Walker River - Walker Lake,reservoir,reservoir
10292500,BPRC1,NA,NA,"Bridgeport Re Nr Bridgeport, Ca",NA,NA,NA,6461,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Walker River,Bridgeport Reservoir,East Walker River - Bridgeport Reservoir,reservoir,reservoir
10293000,EWBC1,NA,NA,"E Walker Rv Nr Bridgeport, Ca",NA,NA,NA,6,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Walker River,Bridgeport,East Walker River - Bridgeport,river,other
10293500,EWSN2,NA,NA,"E Walker Rv Abv Strosnider Ditch Nr Mason, Nv",NA,NA,NA,8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Walker River,Strosnider Ditch,East Walker River - Strosnider Ditch,river,other
10296000,WWBC1,NA,NA,"W Walker Rv Blw L Walker Rv Nr Coleville, Ca",NA,NA,NA,6,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,West Walker River,Blo Ltl Walker Nr Coleville,West Walker River - Blo Ltl Walker Nr Coleville,river,forecast
10296500,CLEC1,WWR,West Walker River Nr Coleville,"W Walker Rv Nr Coleville, Ca",North Lahontan,Walker R,Mono,8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,West Walker River,Coleville,West Walker River - Coleville,river,other
10297000,TOPN2,NA,NA,"Topaz Lake Nr Topaz, Ca",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,West Walker River,Topaz Lake,West Walker River - Topaz Lake,reservoir,reservoir
10297010,TPCN2,NA,NA,"Topaz Canal Blw Topaz Lake Nr Topaz, Ca",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Topaz Canal,Below Topaz Lake,Topaz Canal - Below Topaz Lake,river,other
10297500,HOYN2,NA,NA,"W Walker Rv At Hoye Brg Nr Wellington, Nv",NA,NA,NA,8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,West Walker River,Hoye Bridge,West Walker River - Hoye Bridge,river,other
10299100,DCWN2,NA,NA,"Desert Ck Nr Wellington, Nv",NA,NA,NA,5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Desert Creek,Wellington,Desert Creek - Wellington,river,other
10300000,WWHN2,NA,NA,"W Walker Rv Nr Hudson, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,West Walker River,Hudson,West Walker River - Hudson,river,other
10300600,MASN2,NA,NA,"Walker Rv At Snyder Ln Nr Mason, Nv",NA,NA,NA,9.8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Mason - Snyder Lane,Walker River - Mason - Snyder Lane,river,forecast
10301115,WYWN2,NA,NA,"Walker Rvr Blw Yerington Weir Nr Yerington, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Miller Ln Blo Yerington Weir,Walker River - Miller Ln Blo Yerington Weir,river,other
10301500,WALN2,NA,NA,"Walker Rv Nr Wabuska, Nv",NA,NA,NA,10.3,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Wabuska,Walker River - Wabuska,river,other
10301600,WLTN2,NA,NA,"Walker Rv Abv Weber Res Nr Schurz, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Schurz - Above Little Dam,Walker River - Schurz - Above Little Dam,river,other
10301700,WVRN2,NA,NA,"Weber Res Nr Schurz, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Weber Reservoir,Walker River - Weber Reservoir,reservoir,reservoir
10301720,WVRN2,NA,NA,"Walker Rv At Pt Site Blw Weber Res Nr Schurz, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Weber Reservoir,Walker River - Weber Reservoir,reservoir,reservoir
10301745,WLTN2,NA,NA,"Walker Rv Abv Little Dam Nr Schurz, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Schurz - Above Little Dam,Walker River - Schurz - Above Little Dam,river,other
10302002,WSIN2,NA,NA,"Walker Rv At Lateral 2-a Siphon Nr Schurz, Nv",NA,NA,NA,6.2,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Schurz - Lateral 2A Siphon,Walker River - Schurz - Lateral 2A Siphon,river,other
10302025,WRMN2,NA,NA,"Walker Rv Nr Mouth At Walker Lake, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Walker River,Mouth at Walker Lake,Walker River - Mouth at Walker Lake,river,other
10308200,CEMC1,NA,NA,E Fk Carson Rv Blw Markleeville Ck Nr Markleeville,NA,NA,NA,9,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Fork Carson River,Markleeville,East Fork Carson River - Markleeville,river,forecast
10308783,LVCC1,NA,NA,Leviathan C Ab Mine Nr Markleeville Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Leviathan Creek,Above Mine Near Markleeville,Leviathan Creek - Above Mine Near Markleeville,river,other
10308789,LVIC1,NA,NA,Leviathan C Ab Aspen C Nr Markleeville Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Leviathan Creek,Markleeville,Leviathan Creek - Markleeville,river,other
10308794,BBMC1,NA,NA,Bryant C Bl Mountaineer C Nr Markleeville Ca,NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Bryant Creek,Below Mountaineer Creek,Bryant Creek - Below Mountaineer Creek,river,other
10309000,GRDN2,NA,NA,"E Fk Carson Rv Nr Gardnerville, Nv",NA,NA,NA,14,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Fork Carson River,Gardnerville,East Fork Carson River - Gardnerville,river,forecast
10309010,EFDN2,NA,NA,"E Fk Carson Rv Nr Dresslerville, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Fork Carson River,Dresslerville,East Fork Carson River - Dresslerville,river,other
10309035,GRDN2,NA,NA,"Indian Ck Abv Mouth Nr Gardnerville,nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,East Fork Carson River,Gardnerville,East Fork Carson River - Gardnerville,river,forecast
10310000,WOOC1,NA,NA,"W Fk Carson Rv At Woodfords, Ca",NA,NA,NA,13.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,West Fork Carson River,Woodfords,West Fork Carson River - Woodfords,river,forecast
10310500,CLRN2,NA,NA,"Clear Ck Nr Carson City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Clear Creek,Carson City,Clear Creek - Carson City,river,other
10311000,STWN2,NA,NA,"Carson Rv Nr Carson City, Nv",NA,NA,NA,10,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carson River,Carson City,Carson River - Carson City,river,forecast
10311100,KCLN2,NA,NA,"Kings Cyn Ck Nr Carson City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Kings Canyon Creek,Carson City,Kings Canyon Creek - Carson City,river,other
10311200,ACLN2,NA,NA,"Ash Cyn Ck Nr Carson City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Ash Canyon Creek,Carson City,Ash Canyon Creek - Carson City,river,other
10311300,EVYN2,NA,NA,"Eagle Valley Ck At Carson City, Nv",NA,NA,NA,13,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Eagle Valley Creek,Carson City,Eagle Valley Creek - Carson City,river,other
10311400,DRRN2,NA,NA,"Carson Rv At Deer Run Rd Nr Carson City, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carson River,Deer Run Road,Carson River - Deer Run Road,river,other
10311700,CDYN2,NA,NA,"Carson Rv At Dayton, Nv",NA,NA,NA,21.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carson River,Dayton,Carson River - Dayton,river,other
10311750,CSCN2,NA,NA,"Carson R Abv Sixmile Cyn Ck Blw Dayton, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carson River,Abv Sixmile Cyn Blo Dayton,Carson River - Abv Sixmile Cyn Blo Dayton,river,other
10312000,FTCN2,NA,NA,"Carson Rv Nr Fort Churchill, Nv",NA,NA,NA,10,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carson River,Fort Churchill,Carson River - Fort Churchill,river,other
10312100,LHDN2,NA,NA,"Lahontan Res Nr Fallon, Nv",NA,NA,NA,4163,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carson River,Lahontan Reservoir,Carson River - Lahontan Reservoir,reservoir,reservoir
10312150,CBLN2,NA,NA,"Carson Rv Blw Lahontan Reservoir Nr Fallon, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only. CNRFC cache metadata joined by NWSLI.,Carson River,Fallon,Carson River - Fallon,river,other
10312275,TRZN2,NA,NA,"Carson Rv At Tarzyn Rd Nr Fallon, Nv",NA,NA,NA,9.1,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10313900,HNKN2,NA,NA,"Hanks Ck At Marys Rv Ranch Rd Nr Deeth, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10315500,MHSN2,NA,NA,"Marys Rv Abv Hot Spgs Ck Nr Deeth, Nv",NA,NA,NA,6,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10316500,LCLN2,NA,NA,"Lamoille Ck Nr Lamoille, Nv",NA,NA,NA,4.8,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10317480,BVRN2,NA,NA,"Beaver Ck Abv Conf N Fk Humboldt Rv Nr Halleck, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10317500,DEVN2,NA,NA,"N Fk Humboldt Rv At Devils Gate Nr Halleck, Nv",NA,NA,NA,NA,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10318500,HREN2,NA,NA,"Humboldt Rv Nr Elko, Nv",NA,NA,NA,6.2,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10319900,SFHN2,NA,NA,"S Fk Humboldt Rv Abv Tenmile Ck Nr Elko, Nv",NA,NA,NA,9.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10320000,DIXN2,NA,NA,"S Fk Humboldt Rv Abv Dixie Ck Nr Elko, Nv",NA,NA,NA,5.5,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
10321000,HRCN2,NA,NA,"Humboldt Rv Nr Carlin, Nv",NA,NA,NA,7,01_raw_data/cdec/cdec_usgs_cnrfc.csv,Legacy CDEC/USGS/CNRFC crosswalk used for link enrichment only.,NA,NA,NA,NA,NA
